correct_fill;cpf_died;cpf_dirty;max_value;days_last;charge_back;amount;class
0.244913721;0.499800555;0.737788162;0.765260135;0.438228429;0.133170198;15.95;0
0.394480646;0.527439476;0.695519674;0.699220667;0.419863131;3;104.97;0
0.25212479;0.50799314;0.483344595;0.781663705;0.430601388;0.289389445;15.95;0
0.246127101;0.512487293;0.673396558;0.776713927;0.430972372;0.159456624;14.95;0
0.254986681;0.506307029;0.662653938;0.77098973;0.431144554;0.351388917;14.95;0
0.242290163;0.511909608;0.743725445;0.772107087;0.43111025;0.076333929;15.95;0
0.248347558;0.51233722;0.682495435;0.776359154;0.431013365;0.207560196;15.95;0
0.214027273;0.540126644;0.749994648;0.759620241;0.435300956;-0.535947992;39;0
0.210943388;0.541563358;0.610089366;0.771064067;0.434696988;-0.602756692;15.95;0
0.237260135;0.506192065;0.676708741;0.768751649;0.430735993;-0.032635638;39;0
0.230899829;0.511222291;0.848274077;0.764753102;0.431273581;-0.17042411;15.95;0
0.248857218;0.513838633;0.516000047;0.786540164;0.430551341;0.218601366;15.95;0
0.245069972;0.511304616;0.571549146;0.784100043;0.431310759;0.136555201;39;0
0.119297926;0.420092336;0.740078437;0.716880965;0.495452988;-3;570.49;0
0.248316654;0.512261906;0.690822189;0.775849564;0.431036224;0.206890708;15.95;0
0.221153675;0.511345665;0.557397624;0.755134419;0.408589334;-0.381562966;15.95;0
0.166018894;0.526159312;0.680535016;0.719842729;0.434599169;-2;14.95;0
0.243279076;0.51431965;0.477269313;0.788413965;0.43037877;0.097757552;15.95;0
0.217601543;0.50035865;0.696393742;0.769113736;0.425996564;-0.458515686;15.95;0
0.245979175;0.512018075;0.72337863;0.773664801;0.431099935;0.156252002;15.95;0
0.353973505;0.55786594;0.40326147;0.754325503;0.405027675;2;0;0
0.368605504;0.567380246;0.410764316;0.800865477;0.385994862;3;25.06;0
0.246226404;0.512620585;0.656764597;0.777741521;0.430917065;0.161607908;15.95;0
0.235678478;0.504952069;0.859379116;0.75733831;0.431469514;-0.066900377;14.95;0
0.244899723;0.493394681;0.809278269;0.742642912;0.446234824;0.132866953;2.69;0
0.210140981;0.482297129;0.651812922;0.766484708;0.434524107;-0.620139901;15.95;0
0.235283667;0.504173432;0.63481152;0.777830928;0.4380219;-0.075453468;39;0
0.247939445;0.512958234;0.530268806;0.787339525;0.43054071;0.198718905;11.99;0
0.237690686;0.5154417;0.435545056;0.780941338;0.425943497;-0.02330827;15.95;0
0.248980832;0.514139888;0.482693031;0.788578524;0.430459906;0.221279319;15.95;0
0.248188466;0.512534989;0.665816979;0.777342303;0.430991567;0.204113655;12.95;0
0.248811111;0.513466927;0.557594122;0.784003003;0.430670484;0.217602519;15.95;0
0.242345377;0.512152884;0.718723636;0.773627442;0.431051263;0.077530086;14.95;0
0.24235197;0.512060235;0.727071937;0.773126267;0.431064532;0.077672905;15.95;0
0.199696023;0.509938881;0.677881629;0.773844984;0.430341926;-0.846417488;24.95;0
0.242407184;0.512303512;0.702070127;0.774646622;0.431005545;0.078869062;14.95;0
0.242908233;0.513415884;0.577190362;0.782298885;0.430653075;0.089723693;15.95;0
0.243967787;0.513769055;0.692810537;0.770058983;0.413498891;0.112677665;39;0
0.200222843;0.509695323;0.678184371;0.773963203;0.430207192;-0.835004566;39;0
0.242691909;0.512888687;0.635477641;0.778731756;0.430813086;0.085037275;15.95;0
0.246210703;0.512841663;0.63182403;0.779259502;0.430843639;0.161267777;15.95;0
0.204740878;0.529953143;0.604748006;0.757019297;0.446633077;-0.737126707;39;0
0.242784619;0.513114629;0.610497379;0.780260526;0.43074451;0.08704574;15.95;0
0.248316654;0.512261906;0.690822189;0.775849564;0.431036224;0.206890708;15.95;0
0.242104742;0.511457725;0.79368597;0.769049547;0.431247402;0.072316999;15.95;0
0.23734989;0.514214963;0.505354895;0.786183251;0.430398514;-0.030691212;14.95;0
0.245870764;0.512013211;0.723418326;0.773654012;0.431095085;0.153903407;15.95;0
0.239326526;0.514213082;0.498831773;0.786758344;0.430393128;0.012130253;15.95;0
0.154595759;0.48504203;0.666785303;0.780267054;0.441690104;-2;39;0
0.328351592;0.498124241;0.581511864;0.742713064;0.437847024;2;24.99;0
0.199321063;0.510112231;0.677666154;0.773760842;0.430437821;-0.854540564;14.95;0
0.242939137;0.513491198;0.568863608;0.782808475;0.430630216;0.090393181;15.95;0
0.241719853;0.494677989;0.497265724;0.772459447;0.445428457;0.063978834;39.9;0
0.246003486;0.512186037;0.706703574;0.774675567;0.431063807;0.156778671;14.95;0
0.246152393;0.506113922;0.733712033;0.772813301;0.438009776;0.160004557;15.95;0
0.243340883;0.514470278;0.460615804;0.789433144;0.430333052;0.099096528;15.95;0
0.250654679;0.513983101;0.684464671;0.775332373;0.430175664;0.257541237;15.95;0
0.169103146;0.457362148;0.573902156;0.794360565;0.436487636;-2;183.31;0
0.257191936;0.505860564;0.705020136;0.768607386;0.431281832;0.399163131;15.95;0
0.240816803;0.501191692;0.540029408;0.776828507;0.437908385;0.04441534;15.95;0
0.254843909;0.501710801;0.57303787;0.776195093;0.438595497;0.348295917;15.95;0
0.200222843;0.509695323;0.678184371;0.773963203;0.430207192;-0.835004566;39;0
0.248640893;0.513311436;0.574287326;0.782973035;0.430711352;0.213914948;15.95;0
0.282976612;0.512437487;0.662143899;0.827785687;0.435601983;0.957757504;38.51;0
0.249937826;0.513966257;0.458209437;0.79030124;0.43017029;0.242011474;39;0
0.314262465;0.506180545;0.675548946;0.764661037;0.435103473;2;53.17;0
0.283610779;0.514765684;0.509250209;0.79253847;0.42514888;0.971495986;15.95;0
0.311148861;0.50469425;0.522824785;0.801508842;0.423823776;2;166.85;0
0.260324165;0.499334883;0.716567562;0.748516323;0.432896067;0.46701915;2.06;0
0.199358559;0.510094896;0.677687702;0.773769256;0.430428232;-0.853728257;15.95;0
0.292660898;0.519091672;0.615111183;0.782292;0.435092693;1;30.42;0
0.248186448;0.5120533;0.715780904;0.77431238;0.43111439;0.204069935;14.95;0
0.246204111;0.512934312;0.623475728;0.779760677;0.430830369;0.161124958;14.95;0
0.242530799;0.512604767;0.668763111;0.776684982;0.43091411;0.081547015;14.95;0
0.242522188;0.512215726;0.710378733;0.774156235;0.431023664;0.081360476;15.95;0
0.200047587;0.487617611;0.70343242;0.76828427;0.429455069;-0.838801283;12.95;0
0.335432659;0.499301532;0.611906589;0.750396786;0.435152349;2;298.88;0
0.260260694;0.507154922;0.685088449;0.756570885;0.431676255;0.465644131;18.11;0
0.208520927;0.539667882;0.63262505;0.770603974;0.435608885;-0.655236436;15.95;0
0.198502593;0.509365125;0.675302952;0.775587797;0.430371884;-0.872271741;11.99;0
0.238461227;0.512104295;0.731980889;0.772489826;0.431033173;-0.006615418;15.95;0
0.29071562;0.52542684;0.697914413;0.762125327;0.425449498;1;50.2;0
0.304129553;0.501549689;0.54940275;0.779276036;0.437932009;1;33;0
0.24440681;0.511934993;0.546032519;0.785445656;0.431468072;0.12218857;15.95;0
0.171178016;0.4932815;0.666587376;0.770054783;0.432910616;-1;15.95;0
0.293712206;0.534293594;0.560269862;0.774613636;0.425176404;1;5.99;0
0.285530539;0.503815946;0.61441987;0.786799634;0.442726435;1;1.98;0
0.243603811;0.51485171;0.418942338;0.791991883;0.430223608;0.104792564;15.95;0
0.23730513;0.493754588;0.64904837;0.733196863;0.433584417;-0.031660883;0.76;0
0.332741076;0.501979512;0.476847635;0.757835273;0.435601435;2;213.91;0
0.24729317;0.485515811;0.718525304;0.749569939;0.443505081;0.184718137;88.3;0
0.391899988;0.535304253;0.65851626;0.753012916;0.441625693;3;0;0
0.378301942;0.530193889;0.653354465;0.798242177;0.424618126;3;97.14;0
0.305554484;0.516625745;0.415177903;0.790478458;0.434363719;1;39.82;0
0.224044628;0.49340323;0.541189089;0.773445705;0.435753921;-0.318933912;24.95;0
0.304659453;0.517039532;0.414663565;0.790277612;0.434592622;1;15.95;0
0.333672481;0.493418594;0.704370414;0.727812216;0.434952566;2;172.85;0
0.24819304;0.511960651;0.724129205;0.773811205;0.431127659;0.204212755;15.95;0
0.282740018;0.498681863;0.613315037;0.74647313;0.435529372;0.952631967;200.93;0
0.220744744;0.48294016;0.63862853;0.743649051;0.42906364;-0.390421971;120;0
0.257006515;0.505408681;0.75498066;0.765549847;0.431418985;0.395146202;15.95;0
0.242846426;0.513265257;0.593843871;0.781279706;0.430698792;0.088384717;15.95;0
0.245706404;0.506440637;0.669455964;0.769776868;0.43104599;0.150342731;15.95;0
0.307943816;0.514356549;0.684860083;0.765009862;0.432772544;1;10.65;0
0.330207482;0.498486029;0.473997702;0.749650506;0.43721054;2;60.88;0
0.17205882;0.443339222;0.688330524;0.764531298;0.433380934;-1;566.34;0
0.160841085;0.476487961;0.448680102;0.795015276;0.429660897;-2;45.99;0
0.320878198;0.50648511;0.626578582;0.790920853;0.429408155;2;549.61;0
0.100391634;0.703103102;0.637086047;0.736105341;0.433357866;-3;50;0
0.273356326;0.569904595;0.563728504;0.763698231;0.425680795;0.749345433;8;0
0.287981611;0.496411425;0.540040594;0.751083269;0.440068104;1;0;0
0.370158963;0.530621597;0.578781084;0.803259545;0.424478119;3;53.89;0
0.311710896;0.511220606;0.474951289;0.768376326;0.435848874;2;4.99;0
0.18425221;0.466008759;0.666028512;0.765039617;0.434309787;-1;46.41;0
0.285762304;0.501314845;0.821730272;0.704050207;0.418611195;1;107.38;0
0.374075669;0.563695172;0.821582474;0.773231984;0.430100113;3;18.76;0
0.302009848;0.492173121;0.479125922;0.778654909;0.435821824;1;12.39;0
0.27845189;0.508536225;0.748706041;0.774506953;0.432870108;0.859734781;17.99;0
0.271629982;0.491668916;0.720099957;0.781508437;0.4226978;0.711946247;765.69;0
0.321588676;0.488194572;0.648319925;0.744427815;0.448071092;2;450.83;0
0.222039249;0.421494167;0.498428015;0.761255155;0.428478137;-0.362378059;1410.02;0
0.256469755;0.541349041;0.6809484;0.776244821;0.419231694;0.383517942;250.4;0
0.230043441;0.468064142;0.7815064;0.755983599;0.436259878;-0.188976744;254.48;0
0.350515737;0.536945628;0.779058014;0.756184665;0.435611526;2;68.13;0
0.288251795;0.520774204;0.607284587;0.754728946;0.443001189;1;77.23;0
0.244166367;0.51253961;0.751898703;0.772491572;0.43012245;0.116979658;24.15;0
0.322301536;0.501492527;0.648711238;0.750021449;0.448347246;2;47.13;0
0.249829576;0.514348892;0.573720981;0.783705895;0.42988443;0.239666352;4.99;0
0.298241319;0.479723408;0.68592024;0.71356081;0.463391832;1;826.53;0
0.201146295;0.488234082;0.54279928;0.761584274;0.443371713;-0.814999078;60;0
0.271906364;0.489050386;0.652497216;0.75730161;0.427805612;0.717933733;500;0
0.424292969;0.554866315;0.516364945;0.777995784;0.434174881;4;103.5;0
0.323353796;0.502527262;0.73297082;0.766699422;0.432214829;2;299;0
0.332634195;0.494531504;0.734174138;0.734626293;0.437020947;2;154.04;0
0.267194659;0.510068623;0.533384153;0.776503053;0.429658973;0.615860247;9.4;0
0.228439358;0.510799389;0.771913137;0.743521403;0.407645686;-0.223727302;8.49;0
0.326024865;0.530626688;0.799822187;0.761389639;0.431430588;2;32.9;0
0.289880942;0.520136219;0.467496892;0.79752046;0.434781758;1;0;0
0.357631902;0.58296387;0.77584211;0.749194179;0.447136689;3;2;0
0.143725811;0.447372434;0.743286578;0.741064747;0.427475841;-2;116;0
0.35836713;0.537668332;0.809247929;0.75989;0.433847725;3;24.39;0
0.348300421;0.514479366;0.724124623;0.744244025;0.438551694;2;0;0
0.380873249;0.53056378;0.740204223;0.79330493;0.423980205;3;53.73;0
0.155427833;0.456852626;0.595030072;0.785835372;0.437231236;-2;15.06;0
0.317069365;0.507263213;0.570559379;0.826309904;0.370956939;2;53.4;0
0.274288776;0.51247149;0.66117967;0.764827361;0.43970596;0.769545859;1.29;0
0.226964766;0.457724934;0.83303211;0.783582397;0.422257226;-0.255672578;255;0
0.31604242;0.491848601;0.67956768;0.73367284;0.440429922;2;47.45;0
0.28139493;0.504230978;0.614708366;0.75508399;0.433555532;0.923492231;64.99;0
0.233485813;0.512846585;0.564196406;0.784074215;0.430385556;-0.114401843;20.53;0
0.27128568;0.503229397;0.673121793;0.756766687;0.432137597;0.704487353;4.49;0
0.359967581;0.542554641;0.553516989;0.775343755;0.43608059;3;12.16;0
0.355457142;0.509630412;0.660216067;0.72000123;0.429872608;3;32.33;0
0.196782891;0.520284724;0.615055631;0.730847886;0.455664207;-0.909527038;55;0
0.118493905;0.528349884;0.67663058;0.761539095;0.413648494;-3;82;0
0.249625085;0.51916569;0.659542133;0.78655002;0.452100432;0.235236305;18;0
0.378459472;0.585930837;0.657617875;0.777961276;0.419601256;3;9.91;0
0.354047748;0.542105926;0.79426873;0.724525342;0.40617597;2;11.71;0
0.274194639;0.467223513;0.615686682;0.731995195;0.436247557;0.767506485;232.28;0
0.242895375;0.465072164;0.679019995;0.727821728;0.429883215;0.089445126;137.83;0
0.203054708;0.535071158;0.724554659;0.745679444;0.435487854;-0.773655586;122.28;0
0.243938884;0.506847839;0.72192223;0.767109667;0.430200408;0.112051515;18.11;0
0.335206482;0.550017645;0.659058371;0.751317573;0.426131612;2;15.2;0
0.210604335;0.555419385;0.626756411;0.772203575;0.428945538;-0.610101869;884;0
0.359847152;0.539786215;0.592409704;0.76639205;0.434639437;3;59.16;0
0.207432147;0.494041355;0.70811143;0.765991438;0.449010419;-0.678823573;2.17;0
0.345793665;0.539897702;0.611272347;0.789000075;0.431963295;2;7.57;0
0.139006379;0.447151269;0.545384673;0.766739304;0.441134094;-2;205;0
0.174778893;0.471215107;0.720257936;0.766218614;0.437892594;-1;30.24;0
0.255476752;0.478226558;0.742097678;0.744139329;0.440848897;0.362005703;9.99;0
0.248849872;0.492662287;0.670994733;0.752511213;0.446713346;0.218442234;6.99;0
0.219683889;0.494841379;0.660417905;0.756072569;0.444193965;-0.413404141;5.38;0
0.209974851;0.473777424;0.738693036;0.761405557;0.439853807;-0.623738901;2;0
0.226795342;0.512561171;0.626326453;0.77965838;0.43056182;-0.259342945;12.18;0
0.270859827;0.502226845;0.789598262;0.749620415;0.432488457;0.695261759;1.78;0
0.28007102;0.510320974;0.766968943;0.772320475;0.43223827;0.894811309;1.29;0
0.23499418;0.514535691;0.590861204;0.781373439;0.429763182;-0.081724872;4.72;0
0.301795304;0.477273464;0.798741852;0.683244795;0.436845248;1;1.79;0
0.249837105;0.516198409;0.769994585;0.765819061;0.432507425;0.239829471;1.99;0
0.376408911;0.529570434;0.484006119;0.732816125;0.435840007;3;7.6;0
0.219134705;0.480460291;0.739675444;0.768014428;0.43336882;-0.425301551;1.98;0
0.372838266;0.530342452;0.822414659;0.74231722;0.436053976;3;3.8;0
0.340259843;0.481776979;0.601757388;0.734572919;0.435411752;2;703.95;0
0.258147134;0.504048459;0.568544438;0.771455246;0.43094281;0.419856368;211.12;0
0.359967581;0.542554641;0.553516989;0.775343755;0.43608059;3;12.16;0
0.190696528;0.500037262;0.684611813;0.76382813;0.421185452;-1;9.54;0
0.306541469;0.501556062;0.599464149;0.764797021;0.443832827;1;9.99;0
0.318829279;0.508753464;0.664470997;0.732446951;0.445129136;2;206.98;0
0.301047373;0.480446361;0.806160847;0.692382992;0.435771595;1;1.79;0
0.337908088;0.538783731;0.706854826;0.705813805;0.45003253;2;189.63;0
0.373115752;0.521727984;0.661934957;0.723397567;0.434428423;3;7.6;0
0.315296254;0.493798583;0.570116604;0.73345016;0.44126801;2;358.97;0
0.280590763;0.508513471;0.749413521;0.774636528;0.432917012;0.906070919;15.99;0
0.308109597;0.467801048;0.596334024;0.65645201;0.439695166;2;3.99;0
0.220921989;0.495890847;0.695553196;0.76311448;0.432447404;-0.386582162;43.98;0
0.366037168;0.536182391;0.788855262;0.771537448;0.434290749;3;3;0
0.27324376;0.509974524;0.512722792;0.774484183;0.434428146;0.746906828;50;0
0.305966429;0.50275755;0.549345479;0.754189501;0.426901022;1;266.3;0
0.252191137;0.496848113;0.646049704;0.795862847;0.440222005;0.290826766;11.28;0
0.252038983;0.502473864;0.579366659;0.75902581;0.414078046;0.287530542;250;0
0.2351566;0.508532992;0.678449782;0.788408625;0.3962831;-0.078206243;10.92;0
0.300123107;0.512555536;0.754227832;0.78371604;0.434219927;1;1.55;0
0.41373292;0.561501938;0.681421586;0.780278739;0.434033531;4;34.06;0
0.264913653;0.520096674;0.623759568;0.782415891;0.451365814;0.566444963;59;0
0.374622145;0.530055341;0.773372702;0.745733455;0.43550802;3;46.43;0
0.326782536;0.501050471;0.512258293;0.749374284;0.455104268;2;76.22;0
0.277088907;0.510049952;0.535100848;0.781393135;0.425368006;0.830207368;33.35;0
0.356417214;0.541833021;0.785838096;0.770819914;0.43499599;3;17.44;0
0.356123293;0.539595894;0.632066381;0.78418725;0.431418388;3;53.19;0
0.256606071;0.507503765;0.628957049;0.773829862;0.430147658;0.386471073;12.18;0
0.219931213;0.468223163;0.60183521;0.761362049;0.429355992;-0.408046156;4.05;0
0.20816558;0.476149376;0.622576553;0.78988896;0.426213639;-0.662934615;4.05;0
0.35822586;0.509303533;0.863347827;0.776128973;0.427589415;3;159.28;0
0.308533062;0.537750208;0.643489358;0.770401986;0.460937519;2;12.99;0
0.382036662;0.560374031;0.554638429;0.764367665;0.416805316;3;3.79;0
0.321856307;0.467760881;0.736125277;0.659861267;0.44055858;2;0.74;0
0.317645782;0.501370714;0.686982403;0.749941559;0.437485644;2;4.99;0
0.209206019;0.550108394;0.674705966;0.757422421;0.476746144;-0.640394737;19.99;0
0.255837113;0.506132535;0.719045649;0.778027841;0.426628773;0.369812508;214;0
0.282819302;0.473996758;0.734032049;0.72028378;0.428125079;0.954349571;109.99;0
0.317793489;0.514669268;0.522125283;0.782931108;0.443325488;2;11.53;0
0.313785258;0.509441286;0.710137352;0.765183719;0.432763013;2;420;0
0.248490722;0.470441406;0.65655123;0.751076095;0.433282285;0.210661679;500;0
0.336317433;0.495628252;0.622034359;0.741711918;0.436847602;2;144.82;0
0.326966377;0.500272254;0.828670253;0.762411182;0.432138575;2;410.01;0
0.15396123;0.65271069;0.636842278;0.698214461;0.460038391;-2;1.15;0
0.33636026;0.496270276;0.55540486;0.745756308;0.436684431;2;142.26;0
0.321836465;0.49060047;0.766879281;0.722137885;0.441192796;2;397.89;0
0.2436537;0.512507821;0.776637634;0.770868564;0.430298429;0.105873348;12.95;0
0.283694977;0.502122929;0.755243189;0.752873253;0.432464862;0.973320026;8.99;0
0.227500019;0.577071014;0.529664848;0.754247605;0.443436526;-0.244076968;8.99;0
0.374061972;0.529091988;0.77507616;0.746387723;0.436844377;3;0;0
0.379825335;0.524227298;0.779714157;0.793425108;0.429853436;3;53.89;0
0.377110963;0.53200771;0.627270481;0.75457521;0.43554775;3;4.95;0
0.268960154;0.486780612;0.581750231;0.759317691;0.426987077;0.654107603;289.06;0
0.226876656;0.580193955;0.537222187;0.763384567;0.442403612;-0.25758139;8.99;0
0.178259835;0.444567145;0.580574409;0.737088882;0.43936696;-1;205.3;0
0.300605266;0.510294691;0.769915383;0.709666346;0.437334172;1;148.99;0
0.33187021;0.463379407;0.802782947;0.637547391;0.433684793;2;1.79;0
0.391807479;0.529805688;0.69438177;0.758801447;0.437788257;3;3.01;0
0.19974731;0.48109082;0.693308925;0.774076465;0.43306363;-0.84530642;200;0
0.251242735;0.51752261;0.522912036;0.792946454;0.431967472;0.270280758;3.59;0
0.279289056;0.498378181;0.570938291;0.769249694;0.43569168;0.877870984;10.95;0
0.231091511;0.529070562;0.868176817;0.730742775;0.462337528;-0.166271552;19.99;0
0.197808116;0.495147708;0.684392082;0.789126451;0.438228612;-0.887316754;119.99;0
0.267680806;0.508621715;0.623150882;0.729133493;0.460400428;0.626392043;29.99;0
0.280159801;0.502059488;0.76747074;0.751835074;0.432437857;0.896734633;10.99;0
0.329737593;0.497254933;0.643212938;0.73098191;0.436022966;2;73.52;0
0.367948051;0.542799095;0.613050229;0.789683105;0.430719654;3;200.2;0
0.377821292;0.545538937;0.742498535;0.858783693;0.347767511;3;73.48;0
0.171798893;0.511047987;0.495720964;0.738693844;0.432742178;-1;349.16;0
0.372797543;0.532937927;0.756305268;0.769893658;0.432925517;3;75.84;0
0.120658069;0.489413535;0.640753613;0.753730774;0.431111784;-3;79;0
0.27149688;0.516272598;0.540654816;0.775295712;0.433284895;0.709062752;37.9;0
0.302611158;0.510488991;0.659578722;0.761860917;0.437805689;1;11.5;0
0.308260646;0.511205781;0.45877488;0.712045886;0.441147037;2;180;0
0.393266505;0.52832328;0.889980374;0.787855608;0.443496728;3;159.28;0
0.267392775;0.510207766;0.80986069;0.76861373;0.432204117;0.620152189;1.98;0
0.315327678;0.506629425;0.574336387;0.739806032;0.444974832;2;148.78;0
0.300291723;0.483604948;0.813581886;0.701516871;0.434690679;1;1.79;0
0.295691158;0.521956154;0.44087195;0.798539405;0.433901184;1;0;0
0.236248185;0.510988415;0.75691974;0.773620297;0.429851961;-0.054558331;7.63;0
0.260341164;0.512819473;0.631542398;0.774538333;0.434773724;0.467387425;6.99;0
0.329120487;0.501404118;0.392412011;0.748750918;0.431357784;2;184.36;0
0.196362771;0.463286117;0.583608773;0.769163099;0.432494641;-0.918628445;265.05;0
0.287752122;0.518903626;0.752041279;0.789932999;0.433952816;1;2.99;0
0.333127384;0.495669447;0.753713379;0.732953585;0.437902736;2;72.93;0
0.31772753;0.492504796;0.753522686;0.718860204;0.452238906;2;539.87;0
0.395852;0.530573904;0.900420431;0.797247986;0.442343062;3;159.28;0
0.327489604;0.49946901;0.668082606;0.728002544;0.445503689;2;147.69;0
0.25293115;0.507140347;0.682486025;0.770237611;0.430279342;0.306858267;10.07;0
0.325929473;0.504232619;0.556378416;0.751280189;0.437493046;2;40.49;0
0.290024492;0.524772743;0.707977265;0.770205143;0.427066652;1;117.98;0
0.398444346;0.532822566;0.910861065;0.806643288;0.441172212;3;159.28;0
0.281956629;0.516584496;0.760704846;0.79884855;0.450361087;0.935660773;2.99;0
0.346785234;0.480115258;0.657843628;0.731803417;0.435084712;2;735.09;0
0.297406595;0.492861353;0.606992461;0.753564536;0.432404971;1;22.77;0
0.243837403;0.513050099;0.718331609;0.774428373;0.430146761;0.109853058;12.08;0
0.257826209;0.505064501;0.639788046;0.784302981;0.448171579;0.412903906;13.99;0
0.316639535;0.500287744;0.598855242;0.730489615;0.453400241;2;242.69;0
0.319413393;0.506685275;0.575963661;0.776224608;0.433959076;2;444;0
0.260831219;0.509959055;0.682125515;0.765794028;0.421451964;0.478003884;11.99;0
0.150148933;0.635306682;0.602370062;0.71399001;0.402531758;-2;0.77;0
0.262305069;0.468750696;0.597560475;0.718191474;0.431648307;0.509933092;236.03;0
0.281181682;0.519748987;0.768145124;0.807965293;0.449391885;0.918872487;2.99;0
0.247754064;0.511486103;0.680261517;0.778236594;0.430889891;0.194702865;18.99;0
0.199584458;0.485326486;0.666976357;0.784144239;0.44083753;-0.84883441;12.39;0
0.250724375;0.505124287;0.705709988;0.769792484;0.431103669;0.259051119;18.11;0
0.199025663;0.509123301;0.675603539;0.775705175;0.43023811;-0.86094005;25.94;0
0.413892063;0.578654833;0.272425463;0.746171103;0.39690882;4;14.92;0
0.127656805;0.50345365;0.417944513;0.769491998;0.417530875;-2;28.6;0
0.336568427;0.526212348;0.625271114;0.762249656;0.429620474;2;12.1;0
0.14784387;0.707939106;0.631226819;0.679581948;0.471847365;-2;2.31;0
0.249798713;0.51325333;0.682079921;0.777150914;0.430119316;0.238997753;11.99;0
0.301311205;0.513825284;0.613789681;0.784963237;0.43370635;1;39.95;0
0.30138687;0.51229917;0.640892068;0.784252222;0.434924957;1;12.95;0
0.274560665;0.503987344;0.64400515;0.77151362;0.427910282;0.775436014;12.95;0
0.354394392;0.486890631;0.521376981;0.753080998;0.431052013;3;712.12;0
0.187251605;0.466075831;0.799033026;0.751310416;0.436136891;-1;47.38;0
0.319730746;0.501791471;0.561257964;0.741368398;0.442277163;2;298.88;0
0.259073362;0.507115359;0.654784802;0.77251163;0.430188011;0.439921986;18.52;0
0.254832557;0.507302435;0.793907577;0.759951746;0.426848789;0.348049994;12.95;0
0.359967581;0.542554641;0.553516989;0.775343755;0.43608059;3;12.16;0
0.147099389;0.711094657;0.638657837;0.688716739;0.470765867;-2;2.31;0
0.290210851;0.502696452;0.771197273;0.754170026;0.433883232;1;6.99;0
0.279582729;0.513380664;0.286132504;0.789945622;0.432270408;0.884233059;10;0
0.262678162;0.485793421;0.793689151;0.748550572;0.436384993;0.518015693;10;0
0.231866292;0.49647265;0.554241266;0.801538641;0.439373711;-0.149486855;7.99;0
0.230714429;0.552045048;0.712977707;0.732119239;0.46804248;-0.174440583;8.99;0
0.337191005;0.495081371;0.694317013;0.74689327;0.433280277;2;508.97;0
0.282963969;0.491882619;0.609534361;0.731201268;0.432271832;0.957483611;298.04;0
0.220789672;0.497769584;0.631297212;0.762876409;0.428613369;-0.389448652;6.99;0
0.204319299;0.499181371;0.625030781;0.761962409;0.451721227;-0.746259714;6.99;0
0.257335188;0.50848204;0.647420972;0.793417321;0.447820779;0.402266518;8.99;0
0.350947517;0.529492097;0.800060002;0.776214415;0.438821284;2;11.41;0
0.36316578;0.526551683;0.69533857;0.784521914;0.438171359;3;198.56;0
0.338964021;0.492971073;0.757067456;0.734263334;0.436410023;2;228.59;0
0.161812064;0.546669411;0.570723206;0.754351876;0.451099985;-2;48;0
0.253684595;0.508349851;0.532819758;0.779468017;0.429784879;0.323180767;18.22;0
0.294227856;0.510247193;0.76283617;0.792619117;0.45063177;1;1.55;0
0.221005214;0.494834253;0.732283715;0.762768933;0.424185153;-0.384779194;6.99;0
0.268383092;0.512348356;0.568438904;0.783412958;0.431517143;0.64160624;4.49;0
0.26953256;0.51657075;0.584281544;0.790787039;0.432366572;0.666508101;1.98;0
0.192846005;0.515270566;0.421766185;0.776078672;0.443676076;-0.994814987;2.49;0
0.362408326;0.53932981;0.819855078;0.776636987;0.431866916;3;7.61;0
0.247043304;0.512217103;0.806185839;0.76934316;0.430454419;0.179305077;9.91;0
0.315890262;0.485651122;0.678859155;0.742141252;0.438550338;2;133.8;0
0.212027203;0.491983902;0.606650793;0.777213813;0.428874317;-0.579277139;14.86;0
0.119063271;0.787162412;0.358095266;0.733469688;0.571781746;-3;0.77;0
0.338500451;0.49799564;0.742224638;0.864561866;0.364995351;2;353.06;0
0.351306357;0.467946426;0.692289329;0.759342096;0.428383177;2;676.82;0
0.193728352;0.509595618;0.493061887;0.764321916;0.439014575;-0.975699991;15.37;0
0.280424147;0.522943419;0.775556927;0.817101689;0.448302167;0.902461385;1.59;0
0.301690552;0.511245296;0.814953463;0.770984832;0.436023031;1;1;0
0.365066154;0.533450925;0.503514942;0.761050501;0.43508631;3;3.03;0
0.256674694;0.511399093;0.655097075;0.802489113;0.44700751;0.387957699;13.99;0
0.309217155;0.510316388;0.746169399;0.778432984;0.432854176;2;170.14;0
0.184858204;0.463922082;0.597723622;0.77663983;0.43560828;-1;360;0
0.199183786;0.500042098;0.545201204;0.757872043;0.428145258;-0.8575145;25;0
0.26400484;0.500690161;0.629699133;0.764665837;0.430849064;0.546756616;25;0
0.30835742;0.507497688;0.512427963;0.778209628;0.434978476;2;33;0
0.240791632;0.478292013;0.708485575;0.748892325;0.425066503;0.043870048;178;0
0.354492948;0.546262716;0.652767568;0.789637271;0.431817591;3;7.58;0
0.254413455;0.51503275;0.770866677;0.700716774;0.43655572;0.338970657;278;0
0.118277351;0.790312945;0.365501298;0.742596116;0.57071077;-3;0.92;0
0.271357815;0.503765448;0.616651961;0.77116264;0.42963737;0.706050078;1;0
0.271893385;0.51089581;0.503048449;0.774297638;0.431603473;0.717652568;0.89;0
0.281583599;0.50215981;0.65519364;0.768125976;0.437919753;0.927579522;157.42;0
